,category,value,ques,ans
2299,r rrrrrrrrr,$1000,ionesco play that end i'm the last man left and i'm stay that way until the end i'm not capitul,rhinocero
2300,u s citi,$600,the prestigi eastman school of music is locat in thi citi in western new york,rochest
2301,health matter,$1000,seen in mani form thi condit liter mean out of one 's mind in latin,dementia
2302,trade place,$800,"thi citi 's a href http www j archiv com medium two thousand and eight two twenty-nine j ten jpg target blank grand bazaar a wa built in one thousand, four hundred and sixty-one by sultan mehm the conqueror",istanbul
2303,music class,$200,music instrument such a marimba maraca are classifi a thi type,percuss
2304,red rover red rover,$1000,"each mar rover is more than seventeen time a heavi a thi pathfind rover that land on mar in one thousand, nine hundred and ninety-seven",sojourn
2305,itz at the end,$400,from the german for to spray it 's a quick spray or squirt,spritz
2306,the internet,$200,a new rule in thi yahoo sport fantasi game is the mulligan which allow you to drop your worst weekli score,golf
2307,in the bookstor,$400,hope wa here is a book about a teen waitress at the welcom stairway diner in thi dairi state,wisconsin
2308,word of the '60,$200,astranett mean a femal one of these ha not stood the test of time or space,astronaut
2309,the bonni clyde,$800,"a devast mar thirteen fourteen one thousand, nine hundred and forty-one bomb of a scottish town is known a the clydebank thi german word",blitz
2310,a number from one to ten,$600,number of time a person today can be elect presid of mexico,onc
2311,common bond,$1000,pont du quebec humber estuari transbay,bridg
2312,fad,$800,jade yasmin cloe sasha are these dollz,bratz
2313,three letter word,$1000,manli first name of british plotter fawk sesam street game show host smiley,guy
2314,the golden age of televis,$600,"for the one thousand, nine hundred and fifty-eight fifty-nine season seven of the top ten seri were western with thi one set in kansa rank no one",gunsmok
2315,the bibl,$400,the birth of john jesu were herald by thi archangel,gabriel
2316,letter perfect,$1000,when it come to grade it indic an unfinish assign,i
2317,there' no busi like busi busi,$600,found in seattl 's pike place market thi compani perk up about thirty-three million custom a week,starbuck
2318,the internet,$200,zone name includ com gov net thi one found after www stanford www hofstra,edu
2319,play,$400,shaw a professor turn a guttersnip into a cultur pearl,pygmalion
2320,western song,$400,in the song tennesse stud the tennesse stud is n't a macho cowboy it 's one of these,hors
2321,econ one hundred and one,$200,ursin term for an investor who expect share price to fall,bear
2322,the new york time art leisur,$600,from an artsbeat blog the vivian girl rocker from thi nyc borough are realli realli realli cute,brooklyn
2323,forbes' most educ small town,$800,no two thi boston suburb that 's home to one of the seven sister,wellesley
2324,verb,$600,to sit on egg or to worri,brood
2325,the seven cathol sacrament,$200,whether mortal or venial you should confess them in penanc,sin
2326,alth,$800,"in one thousand, eight hundred and seventy-four the king of thi nearbi scandinavian countri vest the alth with legisl power in intern affair",denmark
2327,joy of cook,$600,the section on pasta noodl and dumpl includ a recip for these chine dumpl serv in soup,wonton
2328,we are the champion,$200,in two thousand and seven thi team beat ohio state eighty-four seventy-five to repeat a ncaa basketbal champ,florida
2329,i'v got esp,$400,rather than our debt the baltimor catech version if the lord 's prayer ask forgiv u these,trespass
2330,i owe you an olog,$600,the scienc of determin date the sequenc of event it 's also a list of those event by date,chronolog
2331,superstit,$400,the name of thi lucki object is from the irish for littl clover,shamrock
2332,hair today,$200,thi palindrom word can mean to cut short or a short blunt cut with or without bang,bob
2333,fruit veget,$400,the rutabaga is relat to thi root veget it 's sometim call a yellow one,turnip
2334,put out the china,$800,with nine hundred million speaker thi dialect of chine is the world 's most wide use,mandarin
2335,new york state,$400,thi new york metropoli is nicknam the bison citi,buffalo
2336,basebal histori,$200,"in one thousand, eight hundred and eighty-one the owner of the chicago white stock said these must come down to keep team from bankruptci",salari
2337,paint,$200,hi nocturn black and gold the fall rocket is n't quit a well known a that paint of hi mother,whistler
2338,roam,$400,mark twain said thi sport is a good walk spoil,golf
2339,tv trivia,$800,on thi seri jerri van dyke 's charact luther van dam wrote a success book titl just short of the goal,coach
2340,roam,$800,to go at a slow pace put an r at the begin it mean to roam aimlessli,ambl
2341,ancient histori,$400,lysand tri fail to make thi militarist ancient greek citi state an elect monarchi,sparta
2342,sexi stuff,$1000,vajrayana is anoth name for thi type of buddhism that 's associ with sexual,tantric
2343,what' the plan ?,$800,section four hundred and one of the intern revenu code cover the variou plan for thi includ earli thi,retir
2344,gr ab bag,$800,a piec of rice or a speck of sand,grain
2345,collegi lexicon,$600,mani school have thi larg scenic area from lumpkin hall at eastern illinoi gaze upon the south one,quad
2346,shakespearean actor,$200,"helen mirren wa onli about twenty when she play thi egyptian at the old vic in one thousand, nine hundred and sixty-five",cleopatra
2347,sport,$400,the johnni petraglia open the amf dick weber classic have been major tournament in thi sport,bowl
2348,the environ,$600,thi triatom allotrop of oxygen protect u from the full forc of harm ultraviolet ray,ozon
2349,get out while you can,$800,it 's the rock classic heard a href http www j archiv com medium two thousand and ten ten five j sixteen mp3 here a,wipeout
2350,of the crystal,$800,thi magazin found by andi warhol is dub the crystal ball of pop,interview
2351,the 20th centuri,$600,"on hi 70th birthday decemb twenty-one one thousand, nine hundred and forty-nine thi soviet leader set up hi own peac prize",stalin
2352,the big day,$600,"dure an one thousand, eight hundred and eighty-seven snowstorm in montana one of these wa measur at fifteen inch wide eight inch thick",snowflak
2353,i'll make a note of it,$1000,name for it inventor labanot is a notat system for thi so you know when to do a fouett,danc
2354,last name' the same,$400,modern danc choreograph martha washington post publish katharin,graham
2355,the first millennium a d,$1000,thi king call the great beat the dane in eight hundred and eighty-six to keep all of england from be conquer,alfr
2356,time zone,$800,it 's the largest countri in the world to have onli one time zone,china
2357,fact or fiction ?,$1000,"anna anderson 's preserv tissu wa dna test in one thousand, nine hundred and ninety-four to prove that she wa n't thi grand duchess",anastasia
2358,dr masseus rhyme,$400,aris from three head thi extensor muscl 's dead my upper arm doe no more rep until some help for my,tricep
2359,ballpark figur,$800,famou nicknam of leon goslin who play in all nineteen world seri game with the washington senat,goo
2360,movies' altern end,$800,dant got shot while mind the conveni store in the origin end of thi kevin smith comedi,clerk
2361,basketbal,$200,"nba player compet in the olymp for the 1st time in thi citi in one thousand, nine hundred and ninety-two won the gold",barcelona
2362,print,$200,a halfton print is realli an optic illus it 's actual lot lot of these that seem to form an imag,dot
2363,i'm in such a state,$800,if i do n't have a bourbon in hand when i visit thi state 's cumberland fall state park i'm vex,kentucki
2364,take a letter,$200,it make mari or bill veri posse,s
2365,wherefor art thou,$400,they can be a citi 's highway or a person 's blood vessel,arteri
2366,wonder of america stamp,$600,california ha the tallest tree tallest dam and tallest a href http www j archiv com medium two thousand and seven five eight j twenty-eight jpg target blank waterfal a which share it name with thi nation park,yosemit
2367,mother goo,$800,she wa command to put the kettl on and we 'll have tea,polli
2368,a meati categori,$600,princ charl ha campaign for a reviv of thi meat from an older sheep,mutton
2369,states' lowest point,$400,three three hundred and fifty foot abov sea level at the arkansa river,colorado
2370,citi seal,$600,the portrait on thi state capit 's seal resembl the one on the penni,lincoln
2371,brand,$200,"a their name suggest these diaper introduc in one thousand, nine hundred and seventy-eight cling to the bodi",huggi
2372,word origin,$1000,thi three letter slang term for forbid or veto come to u from the german for noth,nix
2373,the 19th first annual ig nobel prize,$800,a doctor won for crack hi left knuckl but not hi right for sixty year to test a rumor caus of thi diseas,arthriti
2374,presid by first name,$800,the last john alphabet by last name,tyler
2375,scienc,$200,"he wa in shanghai in one thousand, nine hundred and twenty-one when he found out he had won a nobel prize for physic",einstein
