,category,value,ques,ans
875,x in the citi,$200,it 's the capit of nova scotia,halifax
876,the onion headlin from the year two thousand and fifty-six,$1000,thi countri bomb back into the renaiss,itali
877,good buy,$1000,one of the organ of the republican parti william seward negoti thi purchas a u s secretari of state,alaska
878,anagram inc,$200,it cruis along viral can,carniv
879,career day,$200,your local tv weatherman may prefer thi job titl from the greek root for high in the air,meteorologist
880,bird verb,$1000,flutter a in a candl,flicker
881,danswer,$1000,movi ticket servic that use paper bag puppet in ad,fandango
882,act of congress,$1000,"an act pas march three one thousand, eight hundred and sixty-three establish thi the subject of riot in new york that juli",draft
883,four letter word,$200,thi type of goo chase is fruitless,wild
884,out there sport,$200,do n't tri thi at home or at all base jump is done off high bridg antenna build use these,parachut
885,foo fighter,$1000,old timey ten letter term for the silli behavior exhibit by mr brokaw perhap,tomfooleri
886,"one thousand, nine hundred and fifty-nine",$200,the fda seiz over two hundred and fifty-four zero lb of cranberri contamin by pesticid just befor thi holiday,thanksgiv
887,letter perfect,$200,it 's the letter of the train duke ellington want you to take,a
888,ancient rome,$200,it 's a cinch you 'll know thi toxic metal wa use for water pipe,lead
889,notabl woman,$200,"ann sophi mutter made her profession debut play thi string instrument in one thousand, nine hundred and seventy-seven at age thirteen",violin
890,museum,$200,you can see old time longboard at huntington beach california 's museum of thi sport,surf
891,a choru of angel,$1000,the natur featur call salto angel in spanish is the world 's highest uninterrupt one of these,waterfal
892,wouldn't it be rubberi,$200,thi sesam street charact bounc onto the pop music chart with the song rubber ducki,erni
893,what' your sine ?,$200,trigonometri is from greek word for thi shape measur,triangl
894,atom,$200,the first atom bomb to be drop in warfar use an isotop of thi element a it explos,uranium
895,i'm board,$200,you 'll be sit pretti if you get a tripl letter score with a q or x in thi game,scrabbl
896,to sur,$1000,close observ of someon by the polic,surveil
897,museum,$1000,new york citi ha mani museum like columbu circl 's mad the museum of art thi,design
898,end in x,$1000,"john updik use thi word mean brought back in the titl of a one thousand, nine hundred and seventy-one novel",redux
899,celebr of the month,$1000,nation magic day nevada admiss day,octob
900,hobbyist,$200,four letter word for a plant like quack grass or dandelion which make garden use other four letter word,weed
901,p s time,$1000,these number step taken by duelist determin the agre upon distanc between them,pace
902,arkansassi,$1000,athlet arkansan critter seen here,razorback
903,the 20th centuri,$1000,"charter seventy-seven wa smuggl out of thi countri in one thousand, nine hundred and seventy-seven publish in western newspap",czechoslovakia
904,easi on the eye,$1000,i did n't watch thi show for it weird stori line but to see jennif garner a a doubl agent,alia
905,back to the '50,$1000,"on januari twenty-seven one thousand, nine hundred and fifty-one the u s began atom bomb test in thi state",nevada
906,word,$1000,the name of these small tower often seen on castl come from old french for small tower,turret
907,the big day,$1000,the biggest constel is thi one the sea serpent which cover three sixteen of the sky contain sixty-eight visibl star,hydra
908,finish the palindrom,$1000,drab a a fool aloof a a thi,bard
909,formula2,$200,fe sub two sub o sub three sub is ferric oxid better known on your car 's bodi a thi,rust
910,fark com headlin,$1000,bush say he 'll welcom thi palestinian presid to u s but onli if they agre to play 'danc queen',abba
911,middl c,$1000,for a nice chianti visit thi wine make region of itali that 's famou for it,tuscani
912,potabl word,$200,a cotton clean devic or a cri in a card game say you 've complet your hand,gin
913,mind your busi,$200,turn of the centuri businessmen like vanderbilt rockefel were known a robber these,baron
914,candi,$200,accord to a jingl almond joy 's got nut thi candi bar do n't,mound
915,cain abel,$1000,thi other brother of cain abel wa born after the murder,seth
916,parlez vou ?,$1000,huitiem is french for thi ordin number,eighth
917,state arena,$200,pete maravich assembl center rapid parish coliseum,louisiana
918,the fifth,$1000,well fiddl dee dee he wa the fifth emperor of rome,nero
919,"rememb the one thousand, seven hundred ?",$200,"in one thousand, seven hundred and sixty-seven thi volcano erupt so violent that the king of napl had to flee hi palac",vesuviu
920,more tangenti etruscan potpourri,$200,etruscan civil had gone past ten by the four hundred and fifty-three a d wed night death of thi hun leader,attila
921,good old southern eat,$1000,a favorit is fritter made from thi west african pod veget,okra
922,ed asner,$1000,"emmi came call again for ed for hi role a the villain capt thoma davi in thi one thousand, nine hundred and seventy-seven miniseri",root
923,pakistan laurel,$1000,"construct of thi pakistani capit began in one thousand, nine hundred and sixty-one",islamabad
924,end in i,$1000,drumrol plea it 's anoth name for a set of kettledrum,timpani
925,doubl h,$1000,thi posit on an enemi shorelin is captur by troop prior to land an invad forc,beachhead
926,european eat,$1000,a href http www j archiv com medium two thousand and five eleven twenty-four j thirty jpg target blank jimmi of the clue crew chow down in gdansk poland a a href http www j archiv com medium two thousand and five eleven twenty-four j 30a jpg target blank they a 're a sort of polish ravioli here in gdansk they tast just like matka use to make,pierogi
927,a capit idea,$1000,"in one thousand, eight hundred and ninety-eight ten year after inherit the throne eighteen year old queen wilhelmina wa final crown in thi citi",amsterdam
928,how about med school ?,$200,thi branch of medicin is devot to the care of child the treatment of their diseas,pediatr
929,the dread opera categori,$200,"in one thousand, nine hundred and thirty-five black soprano ann brown origin thi gershwin role",be
930,silent p,$1000,also call parrot fever it can be contract by handl sick parrot pigeon or poultri,psittacosi
931,thi is n p r,$1000,it 's the filter excretori unit of the kidney,nephron
932,the a list,$200,you 're thi if you 're from adelaid,australian
933,"one thousand, nine hundred and eighty-one",$200,the vatican reduc from thirty-seven to six the number of offens that caus thi to happen automat,excommun
934,chicken,$200,a human groom item or the promin featur seen here,comb
935,holiday observ,$1000,dure each of the seven day of thi african american celebr a candl is lit to repres it seven principl,kwanzaa
936,intern road vehicl sticker,$200,the portugues were the first european to enter a href http www j archiv com medium two thousand and five ten five j thirty jpg target blank thi a countri,vietnam
937,a literari tour,$1000,"perhap you 'll draft your nobel prize accept speech at nyc 's algonquin hotel a thi mississippi man did in one thousand, nine hundred and fifty",faulkner
938,where ya from congressman ?,$1000,two thousand and six hous major leader john boehner,ohio
939,3m,$1000,imperson american paint sculpt style develop a a respons to abstract expression,minim
940,the law,$200,"a href http www j archiv com medium two thousand and eight seven three j ten jpg target blank judg hatchett deliv the clue from her tv courtroom a in the one thousand, eight hundred and seventy thi ivi leagu school pioneer the case method of teach law which is still use today",harvard
941,occup hazard,$1000,if thi is your job you might get brine in your eye after drop the cucumb in the barrel,pickler
942,art,$1000,mauric utrillo 's white period featur street of thi pari area also home to ameli toulous lautrec,montmartr
943,anim planet,$200,these grizzli bear featur can be up to six inch long are non retract,claw
944,what food these morsel be,$200,cook up some bitochki in moscow you 'll feast on these roll ground beef ground veal favorit,meatbal
945,stadium arena,$200,in thi canadian citi 's olymp stadium pitcher are lanceur the shortstop is the arret court,montreal
946,medic talk,$200,thi term refer to the pain inflamm of ani of the fibrou structur that connect muscl to bone,tendin
947,the crucibl,$200,nitrid of boron silicon are use to make crucibl becaus they are stabl when thi is high,temperatur
948,three letter word,$1000,in tenni it 's a high arc shot that ideal land in play behind your oppon,lob
949,three letter word,$1000,a a verb it can mean to rent or lea,let
